id,content,source_type,publication_date,category,fact_check_url,explanation
01fa10db,"LEAKED DOCUMENT: Government agency secretly manipulating emotions through mobile phones, Emergency services overwhelmed",fake_social,2025-03-26,entertainment,https://verifynews.example.net/leaked-document-government,Uses emotionally charged language and anonymous sources that cannot be verified.
d4db541a,New law allows Central committee to detention for owning specific items,fake_tweet,2025-04-08,entertainment,https://verifynews.example.net/new-law-allows,Misquotes public figure. Original statement was taken out of context.
c61ebf25,"BREAKING: Investigative committee discovers that tea eliminates 97% of aging process, Government suppressing evidence",fake_article,2025-04-08,science,https://truthmeter.example.com/breaking-investigative-committee,No such law has been proposed or passed. Uses public health fears to spread false information.
f9821025,Doctors won't tell you: coconut oil can eliminate {health_condition} overnight,fake_article,2025-03-24,entertainment,https://truthmeter.example.com/doctors-won't-tell,No scientific evidence supports this claim. Study cited doesn't exist.
bfca9239,New study finds furniture emit toxic chemicals that causes immune suppression in genetically predisposed individuals,fake_article,2025-03-24,entertainment,https://debunker.example.org/new-study-finds,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
390f0269,Economic COLLAPSE imminent as International monetary fund prepares to collapse the currency,fake_article,2025-03-24,space,https://debunker.example.org/economic-collapse-imminent,No such event occurred on this date. Image circulated was from a different incident.
4c78d9de,New law allows Health ministry to revoke privileges for exceeding online time limits,fake_tweet,2025-03-20,security,https://factcheck.example.org/new-law-allows,Misrepresents how cloud storage works. Document cited is fabricated.
8957fbd9,Scientists confirm specific sleeping position cures depression in 98% of patients,fake_tweet,2025-04-14,environment,https://debunker.example.org/scientists-confirm-specific,Presents common common symptom as unusual or dangerous without scientific basis.
c91e4b6c,New study finds cleaning supplies emit genetic modifiers that causes developmental delays in elderly,fake_headline,2025-03-19,disaster,https://debunker.example.org/new-study-finds,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
d25acf56,New law allows Global consortium to increase taxes for exceeding carbon limits,fake_social,2025-04-13,education,https://truthmeter.example.com/new-law-allows,No scientific evidence supports this claim. Study cited doesn't exist.
e76bd11d,"LEAKED DOCUMENT: Banking industry secretly conducting experiments through mobile phones, Communication networks down",fake_blog,2025-03-18,environment,https://truthmeter.example.com/leaked-document-banking,Accusations not supported by evidence. No investigations have found such practices.
9a079d2f,"Famous influencer indicted for insider trading, faces house arrest",fake_tweet,2025-03-22,education,https://debunker.example.org/famous-influencer-indicted,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
e332b685,International agency to implement mandatory social credit system starting next quarter,fake_social,2025-03-30,business,https://debunker.example.org/international-agency-to,No such incident occurred. Image used was from an unrelated event.
2465e530,Anonymous whistleblower: Tech conglomerate has been withholding crucial health information for decades,fake_social,2025-04-02,education,https://truthmeter.example.com/anonymous-whistleblower-tech,Uses emotionally charged language and anonymous sources that cannot be verified.
dd4fc1ec,Economic COLLAPSE imminent as Stock market prepares to collapse the currency,fake_headline,2025-04-06,disaster,https://truthmeter.example.com/economic-collapse-imminent,Misrepresents how encryption works. Document cited is fabricated.
71c63b04,Military power developing secret nuclear technology capable of disrupting global communications,fake_headline,2025-03-25,education,https://truthmeter.example.com/military-power-developing,No such law has been proposed or passed. Uses social unrest to spread false information.
d0b550fb,Health ministry to implement mandatory social credit system starting new year,fake_tweet,2025-04-12,environment,https://debunker.example.org/health-ministry-to,Misrepresents how artificial intelligence works. Document cited is fabricated.
f6e68686,Senior minister secretly met with banned journalist to discuss censorship initiative,fake_article,2025-04-13,disaster,https://debunker.example.org/senior-minister-secretly,Misquotes public figure. Original statement was taken out of context.
6827c7e2,INSIDER REPORT: Banking corporation to replace 83% of workforce with AI by 2025,fake_headline,2025-04-06,education,https://truthmeter.example.com/insider-report-banking,No such incident occurred. Image used was from an unrelated event.
ccddd347,Anonymous whistleblower: Military complex has been concealing extraterrestrial contact for decades,fake_headline,2025-04-02,celebrity,https://verifynews.example.net/anonymous-whistleblower-military,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
bebd4cbc,INSIDER REPORT: Fast food chain to replace 91% of workforce with AI by 2027,fake_social,2025-04-06,technology,https://factcheck.example.org/insider-report-fast,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
825eea62,ALERT: Baby formula found to contain carcinogen linked to liver damage,fake_blog,2025-04-06,politics,https://verifynews.example.net/alert-baby-formula,Presents common side effect as unusual or dangerous without scientific basis.
02775ec4,URGENT: Car model recalled after being linked to community service,fake_social,2025-04-09,education,https://verifynews.example.net/urgent-car-model,Misquotes public figure. Original statement was taken out of context.
f1789acb,Scientists confirm common household item cures heart disease in 91% of patients,fake_headline,2025-03-21,health,https://debunker.example.org/scientists-confirm-common,Completely fabricated story with no basis in reality. No such announcement was made.
887a463e,URGENT: Smartphone model recalled after being linked to international sanctions,fake_article,2025-03-23,entertainment,https://factcheck.example.org/urgent-smartphone-model,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
3c9a18fd,Scientists confirm drinking lemon water with baking soda cures Alzheimer's in 92% of patients,fake_article,2025-03-28,celebrity,https://factcheck.example.org/scientists-confirm-drinking,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
1cc28a0e,Doctors won't tell you: cinnamon can eliminate {health_condition} overnight,fake_tweet,2025-04-12,security,https://realitychecker.example.com/doctors-won't-tell,Misquotes public figure. Original statement was taken out of context.
90347f87,New study finds packaged foods emit toxic chemicals that causes organ failure in urban populations,fake_tweet,2025-04-02,security,https://realitychecker.example.com/new-study-finds,No such event occurred on this date. Image circulated was from a different incident.
5b535108,New study finds pet food emit dangerous compounds that causes immune suppression in elderly,fake_social,2025-03-27,finance,https://truthmeter.example.com/new-study-finds,Misquotes public figure. Original statement was taken out of context.
7e9bc576,URGENT: Bottled water brand recalled after being linked to community service,fake_social,2025-03-28,security,https://verifynews.example.net/urgent-bottled-water,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
20640be8,Economic COLLAPSE imminent as Sovereign wealth fund prepares to impose capital controls,fake_blog,2025-03-30,sports,https://verifynews.example.net/economic-collapse-imminent,Uses emotionally charged language and anonymous sources that cannot be verified.
e45d9856,CONFIRMED: Government agency found to be using price fixing in strategic facility,fake_headline,2025-04-09,business,https://truthmeter.example.com/confirmed-government-agency,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
6f8fc199,Anonymous whistleblower: Military complex has been suppressing alternative energy for decades,fake_tweet,2025-04-02,celebrity,https://verifynews.example.net/anonymous-whistleblower-military,Presents common natural process as unusual or dangerous without scientific basis.
fcc8472f,"EXCLUSIVE: Famous scientist announces surprise accelerates, cites 'conspiracy revelation' as reason",fake_article,2025-04-15,education,https://verifynews.example.net/exclusive-famous-scientist,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
7808e079,Doctors won't tell you: ginger can eliminate {health_condition} overnight,fake_blog,2025-04-03,health,https://truthmeter.example.com/doctors-won't-tell,Completely fabricated story with no basis in reality. No such announcement was made.
c4e92547,Economic COLLAPSE imminent as Sovereign wealth fund prepares to impose capital controls,fake_article,2025-03-25,science,https://realitychecker.example.com/economic-collapse-imminent,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
9fc1e0c9,"EXCLUSIVE: Political leader announces surprise accelerates, cites 'ancient prophecy' as reason",fake_tweet,2025-04-10,business,https://truthmeter.example.com/exclusive-political-leader,Completely fabricated story with no basis in reality. No such announcement was made.
561e233a,INSIDER REPORT: Automobile manufacturer to replace 97% of workforce with AI by 2029,fake_blog,2025-04-11,disaster,https://debunker.example.org/insider-report-automobile,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
0d343ec9,INSIDER REPORT: Manufacturing conglomerate to replace 85% of workforce with AI by 2027,fake_tweet,2025-03-22,science,https://realitychecker.example.com/insider-report-manufacturing,Uses emotionally charged language and anonymous sources that cannot be verified.
8fd0f2b1,Anonymous whistleblower: Major corporation has been manipulating statistical data for decades,fake_article,2025-04-03,science,https://factcheck.example.org/anonymous-whistleblower-major,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
ceac7226,Doctors won't tell you: garlic can eliminate {health_condition} overnight,fake_article,2025-03-21,sports,https://truthmeter.example.com/doctors-won't-tell,Completely fabricated story with no basis in reality. No such announcement was made.
e37c93ca,CONFIRMED: Researchers found to be using toxic waste dumping in international airport,fake_article,2025-04-01,celebrity,https://verifynews.example.net/confirmed-researchers-found,Misquotes public figure. Original statement was taken out of context.
bbc08ef8,Scientists confirm drinking lemon water with baking soda cures arthritis in 95% of patients,fake_headline,2025-03-22,celebrity,https://debunker.example.org/scientists-confirm-drinking,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
1a14376f,New study finds pet food emit addictive substances that causes genetic mutations in specific ethnic groups,fake_tweet,2025-03-26,environment,https://debunker.example.org/new-study-finds,No such incident occurred. Image used was from an unrelated event.
1b526826,Prime Minister secretly met with foreign agent to discuss currency manipulation,fake_social,2025-03-20,celebrity,https://debunker.example.org/prime-minister-secretly,No such event occurred on this date. Image circulated was from a different incident.
8b47e2e4,ALERT: Pain medication found to contain industrial solvent linked to blood disorder,fake_article,2025-03-27,education,https://realitychecker.example.com/alert-pain-medication,No scientific evidence supports this claim. Study cited doesn't exist.
80c2c522,CONFIRMED: Government agency found to be using discriminatory practices in tech headquarters,fake_social,2025-03-25,politics,https://realitychecker.example.com/confirmed-government-agency,Accusations not supported by evidence. No investigations have found such practices.
c9ea1aeb,"Famous tech CEO charged for insider trading, faces international sanctions",fake_social,2025-04-01,environment,https://verifynews.example.net/famous-tech-ceo,Misrepresents how cloud storage works. Document cited is fabricated.
77860354,Anonymous whistleblower: Military complex has been covering up critical evidence for decades,fake_headline,2025-03-25,security,https://truthmeter.example.com/anonymous-whistleblower-military,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
d8d7bafe,Hostile regime developing secret biological agent capable of disrupting global communications,fake_blog,2025-03-20,health,https://factcheck.example.org/hostile-regime-developing,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
2e9e95e2,Economic competitor developing secret nuclear technology capable of causing natural disasters,fake_blog,2025-03-17,business,https://verifynews.example.net/economic-competitor-developing,Misquotes public figure. Original statement was taken out of context.
c07c1622,Anonymous whistleblower: Media organization has been distorting historical facts for decades,fake_tweet,2025-03-21,health,https://verifynews.example.net/anonymous-whistleblower-media,No such event occurred on this date. Image circulated was from a different incident.
8007837e,URGENT: Household cleaner recalled after being linked to complete asset seizure,fake_blog,2025-04-15,entertainment,https://verifynews.example.net/urgent-household-cleaner,No such event occurred on this date. Image circulated was from a different incident.
dbb00d61,New study finds bottled water emit harmful frequencies that causes psychological dependency in people with certain blood types,fake_blog,2025-04-02,technology,https://truthmeter.example.com/new-study-finds,No such incident occurred. Image used was from an unrelated event.
db5054f4,Influential politician reveals shocking truth about food industry: 'The truth will shock the world',fake_headline,2025-04-04,politics,https://verifynews.example.net/influential-politician-reveals,Accusations not supported by evidence. No investigations have found such practices.
37cb82af,Flood Destroys major university! Economy in ruins. Government covering up actual international response.,fake_blog,2025-03-17,science,https://verifynews.example.net/flood-destroys-major,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
c182787c,URGENT: Bottled water brand recalled after being linked to 30 years in prison,fake_article,2025-04-09,health,https://truthmeter.example.com/urgent-bottled-water,No such incident occurred. Image used was from an unrelated event.
d2ba6564,ALERT: Baby formula found to contain illegal compound linked to immune deficiency,fake_article,2025-03-30,finance,https://verifynews.example.net/alert-baby-formula,Misquotes public figure. Original statement was taken out of context.
f5018586,"Famous director indicted for cryptocurrency fraud, faces extradition",fake_article,2025-03-26,disaster,https://factcheck.example.org/famous-director-indicted,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
9374a1f8,INSIDER REPORT: Automobile manufacturer to replace 95% of workforce with AI by 2026,fake_headline,2025-03-28,security,https://debunker.example.org/insider-report-automobile,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
ba8e03bc,New study finds children's toys emit nanobots that causes cognitive decline in elderly,fake_headline,2025-03-19,science,https://realitychecker.example.com/new-study-finds,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
526c78b3,Technological leader developing secret nuclear technology capable of triggering health crises,fake_blog,2025-04-01,sports,https://factcheck.example.org/technological-leader-developing,Accusations not supported by evidence. No investigations have found such practices.
5052b400,INSIDER REPORT: Fast food chain to replace 92% of workforce with AI by 2028,fake_tweet,2025-03-19,space,https://realitychecker.example.com/insider-report-fast,Misquotes public figure. Original statement was taken out of context.
f75e8e2c,CONFIRMED: Secret group found to be using wildlife trafficking in historic site,fake_tweet,2025-03-24,education,https://truthmeter.example.com/confirmed-secret-group,Classic fearmongering using technical jargon to sound credible while making impossible claims.
51112623,URGENT: Common appliance recalled after being linked to mandatory public apology,fake_blog,2025-03-29,science,https://debunker.example.org/urgent-common-appliance,No such event occurred on this date. Image circulated was from a different incident.
c40956a7,Doctors won't tell you: honey can eliminate {health_condition} overnight,fake_blog,2025-03-24,sports,https://debunker.example.org/doctors-won't-tell,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
6c4b6815,Technological leader developing secret biological agent capable of manipulating elections globally,fake_tweet,2025-03-20,security,https://realitychecker.example.com/technological-leader-developing,Accusations not supported by evidence. No investigations have found such practices.
82bd1842,New law allows Central committee to revoke privileges for using more than 50 liters of water per day,fake_tweet,2025-03-19,environment,https://realitychecker.example.com/new-law-allows,No scientific evidence supports this claim. Study cited doesn't exist.
7ba53c06,CONFIRMED: Secret group found to be using forced labor in historic site,fake_article,2025-03-22,technology,https://factcheck.example.org/confirmed-secret-group,Presents common typical pattern as unusual or dangerous without scientific basis.
cee2add8,Tech billionaire reveals shocking truth about pharmaceutical business: 'The truth will shock the world',fake_social,2025-03-23,finance,https://factcheck.example.org/tech-billionaire-reveals,Classic fearmongering using technical jargon to sound credible while making impossible claims.
a828b856,ALERT: Baby formula found to contain neurotoxin linked to neurological disorder,fake_blog,2025-04-12,education,https://truthmeter.example.com/alert-baby-formula,Presents common expected outcome as unusual or dangerous without scientific basis.
6a662608,INSIDER REPORT: Tech giant to replace 93% of workforce with AI by 2027,fake_article,2025-03-15,celebrity,https://factcheck.example.org/insider-report-tech,Classic fearmongering using technical jargon to sound credible while making impossible claims.
e3273eca,"BREAKING: Tech giant discovers that smartphone app accelerates 95% of viral infections, Health ministry suppressing evidence",fake_social,2025-03-24,education,https://truthmeter.example.com/breaking-tech-giant,Presents common regular fluctuation as unusual or dangerous without scientific basis.
8fd0e609,New study finds children's toys emit mind-altering waves that causes chronic illnesses in people with certain blood types,fake_social,2025-03-19,disaster,https://verifynews.example.net/new-study-finds,No scientific evidence supports this claim. Study cited doesn't exist.
dfdbb158,State officials to implement mandatory restricted travel starting late 2025,fake_tweet,2025-04-05,environment,https://realitychecker.example.com/state-officials-to,Misquotes public figure. Original statement was taken out of context.
e63d3b1e,New study finds smart devices emit radiation that causes behavioral disorders in specific ethnic groups,fake_headline,2025-04-05,education,https://realitychecker.example.com/new-study-finds,Uses emotionally charged language and anonymous sources that cannot be verified.
8227e336,Foreign adversary developing secret drone swarm capable of triggering health crises,fake_blog,2025-04-08,sports,https://factcheck.example.org/foreign-adversary-developing,Misquotes public figure. Original statement was taken out of context.
b4274f47,Scientists confirm specific breathing technique cures arthritis in 91% of patients,fake_social,2025-03-22,environment,https://verifynews.example.net/scientists-confirm-specific,No such law has been proposed or passed. Uses public health fears to spread false information.
078e6cb5,Famous musician reveals shocking truth about media empires: 'I've seen what they're hiding',fake_article,2025-04-06,business,https://debunker.example.org/famous-musician-reveals,Classic fearmongering using technical jargon to sound credible while making impossible claims.
a904d1b3,New study finds packaged foods emit harmful frequencies that causes genetic mutations in elderly,fake_article,2025-04-14,celebrity,https://factcheck.example.org/new-study-finds,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
8389fb2d,Scientists confirm special exercise routine cures depression in 98% of patients,fake_social,2025-03-17,sports,https://factcheck.example.org/scientists-confirm-special,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
66da368a,Gas explosion Destroys strategic facility! Economy in ruins. Government covering up actual casualty figures.,fake_blog,2025-03-19,science,https://truthmeter.example.com/gas-explosion-destroys,No such event occurred on this date. Image circulated was from a different incident.
c36fdfe0,Nuclear-capable state developing secret mind-influencing technology capable of disabling military systems,fake_tweet,2025-03-28,disaster,https://truthmeter.example.com/nuclear-capable-state-developing,Misrepresents how machine learning works. Document cited is fabricated.
d6fdcdb9,ALERT: Pain medication found to contain harmful additive linked to immune deficiency,fake_social,2025-04-04,sports,https://factcheck.example.org/alert-pain-medication,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
46214439,ALERT: Popular smartphone found to contain synthetic hormone linked to cognitive decline,fake_blog,2025-04-14,science,https://realitychecker.example.com/alert-popular-smartphone,No scientific evidence supports this claim. Study cited doesn't exist.
cb5ccfaa,Economic COLLAPSE imminent as Cryptocurrency exchange prepares to default on obligations,fake_headline,2025-04-15,environment,https://verifynews.example.net/economic-collapse-imminent,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
b1304666,Scientists baffled by anomalous radiation appearing in tech headquarters,fake_article,2025-04-15,science,https://realitychecker.example.com/scientists-baffled-by,No such law has been proposed or passed. Uses public health fears to spread false information.
39fea0a1,State officials to implement mandatory digital identity starting new year,fake_headline,2025-03-26,finance,https://verifynews.example.net/state-officials-to,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
098ab317,"LEAKED DOCUMENT: Banking industry secretly conducting experiments through popular websites, Critical shortage of supplies",fake_blog,2025-04-11,science,https://factcheck.example.org/leaked-document-banking,Misquotes public figure. Original statement was taken out of context.
b5ea0353,Scientists baffled by mysterious health symptoms appearing in major university,fake_blog,2025-04-02,politics,https://verifynews.example.net/scientists-baffled-by,Completely fabricated story with no basis in reality. No such announcement was made.
959a99a4,New law allows Government to increase taxes for certain purchasing patterns,fake_article,2025-03-16,education,https://debunker.example.org/new-law-allows,Presents common statistical variation as unusual or dangerous without scientific basis.
4ab7ea27,CONFIRMED: Medical team found to be using child labor in government building,fake_tweet,2025-03-18,disaster,https://truthmeter.example.com/confirmed-medical-team,Misquotes public figure. Original statement was taken out of context.
2cb17a1d,"EXCLUSIVE: Celebrity announces surprise triggers, cites 'mind control discovery' as reason",fake_social,2025-04-04,finance,https://verifynews.example.net/exclusive-celebrity-announces,No such law has been proposed or passed. Uses public health fears to spread false information.
e02eaa03,Central committee to implement mandatory social credit system starting next fiscal year,fake_article,2025-04-09,health,https://truthmeter.example.com/central-committee-to,Classic fearmongering using technical jargon to sound credible while making impossible claims.
b9d7242e,President secretly met with extremist leader to discuss weather modification,fake_article,2025-04-06,health,https://truthmeter.example.com/president-secretly-met,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
16738b2c,Scientists baffled by unexplained animal behavior appearing in famous landmark,fake_tweet,2025-04-14,technology,https://realitychecker.example.com/scientists-baffled-by,Classic fearmongering using technical jargon to sound credible while making impossible claims.
283cbf47,Doctors won't tell you: lemon water can eliminate {health_condition} overnight,fake_tweet,2025-04-15,business,https://realitychecker.example.com/doctors-won't-tell,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
07fdd219,"LEAKED DOCUMENT: Scientific community secretly conducting experiments through vaccination programs, Thousands trapped inside",fake_headline,2025-04-09,security,https://verifynews.example.net/leaked-document-scientific,Accusations not supported by evidence. No investigations have found such practices.
ee7957f7,New study finds cosmetic products emit addictive substances that causes genetic mutations in teenagers,fake_tweet,2025-03-31,celebrity,https://debunker.example.org/new-study-finds,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
e391ffac,Economic COLLAPSE imminent as Stock market prepares to impose capital controls,fake_blog,2025-04-02,politics,https://truthmeter.example.com/economic-collapse-imminent,No such event occurred on this date. Image circulated was from a different incident.
4e133e1e,Emerging superpower developing secret biological agent capable of instant surveillance anywhere,fake_headline,2025-04-11,entertainment,https://truthmeter.example.com/emerging-superpower-developing,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
53b7b36e,New study finds smart devices emit nanobots that causes memory loss in children,fake_blog,2025-03-26,sports,https://factcheck.example.org/new-study-finds,Accusations not supported by evidence. No investigations have found such practices.
43d02f11,ALERT: Pain medication found to contain neurotoxin linked to genetic mutation,fake_blog,2025-03-16,politics,https://truthmeter.example.com/alert-pain-medication,No such event occurred on this date. Image circulated was from a different incident.
16752320,New study finds smart devices emit addictive substances that causes memory loss in genetically predisposed individuals,fake_headline,2025-03-30,education,https://factcheck.example.org/new-study-finds,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
7841ba8d,Economic COLLAPSE imminent as Major investment firm prepares to restrict withdrawals,fake_headline,2025-04-11,environment,https://debunker.example.org/economic-collapse-imminent,Accusations not supported by evidence. No investigations have found such practices.
a9d3cec4,Doctors won't tell you: garlic can eliminate {health_condition} overnight,fake_social,2025-04-10,education,https://factcheck.example.org/doctors-won't-tell,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
d23625f4,New law allows Health ministry to fine citizens for exceeding carbon limits,fake_article,2025-03-29,environment,https://debunker.example.org/new-law-allows,Accusations not supported by evidence. No investigations have found such practices.
1060c0bd,"EXCLUSIVE: Sports star announces surprise accelerates, cites 'conspiracy revelation' as reason",fake_tweet,2025-03-23,health,https://factcheck.example.org/exclusive-sports-star,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
5a8cf8f3,"Famous influencer detained for insider trading, faces billions in fines",fake_tweet,2025-04-09,education,https://verifynews.example.net/famous-influencer-detained,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
507b740d,URGENT: Children's toy recalled after being linked to international sanctions,fake_blog,2025-04-01,sports,https://realitychecker.example.com/urgent-children's-toy,Completely fabricated story with no basis in reality. No such announcement was made.
072591de,Federal authorities to implement mandatory social credit system starting late 2025,fake_tweet,2025-04-08,science,https://verifynews.example.net/federal-authorities-to,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.
268dc955,URGENT: Smartphone model recalled after being linked to billions in fines,fake_article,2025-04-12,environment,https://debunker.example.org/urgent-smartphone-model,No such law has been proposed or passed. Uses economic anxiety to spread false information.
7c764793,Nuclear incident Destroys government building! Emergency services overwhelmed. Government covering up actual rescue efforts.,fake_blog,2025-04-02,health,https://verifynews.example.net/nuclear-incident-destroys,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
8691e88d,"Famous politician sentenced for insider trading, faces extradition",fake_tweet,2025-03-30,sports,https://debunker.example.org/famous-politician-sentenced,No scientific evidence supports this claim. Study cited doesn't exist.
9dc56667,"EXCLUSIVE: Tech billionaire announces surprise eliminates, cites 'parallel universe evidence' as reason",fake_social,2025-04-09,politics,https://factcheck.example.org/exclusive-tech-billionaire,No such policy has been announced or is being planned. Classic conspiracy theory narrative.
d1906c5e,Doctors won't tell you: baking soda can eliminate {health_condition} overnight,fake_blog,2025-03-16,entertainment,https://factcheck.example.org/doctors-won't-tell,No such event occurred on this date. Image circulated was from a different incident.
789ebbe5,INSIDER REPORT: Automobile manufacturer to replace 85% of workforce with AI by 2027,fake_blog,2025-03-20,environment,https://verifynews.example.net/insider-report-automobile,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
79488985,ALERT: Household cleaner found to contain synthetic hormone linked to reproductive harm,fake_blog,2025-03-31,health,https://factcheck.example.org/alert-household-cleaner,No scientific evidence supports this claim. Study cited doesn't exist.
1ef3ef2c,Governor secretly met with alleged criminal to discuss mind control technology,fake_social,2025-04-06,education,https://verifynews.example.net/governor-secretly-met,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
197a4160,ALERT: Baby formula found to contain neurotoxin linked to reproductive harm,fake_article,2025-03-16,entertainment,https://debunker.example.org/alert-baby-formula,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
2406cd68,WHO to implement mandatory thought monitoring starting May 2025,fake_social,2025-03-28,environment,https://debunker.example.org/who-to-implement,No scientific evidence supports this claim. Study cited doesn't exist.
d73c538c,CONFIRMED: Tech giant found to be using human experiments in famous landmark,fake_article,2025-04-10,environment,https://debunker.example.org/confirmed-tech-giant,Completely fabricated story with no basis in reality. No such announcement was made.
908a2d01,Military power developing secret autonomous system capable of triggering health crises,fake_social,2025-03-17,education,https://truthmeter.example.com/military-power-developing,No scientific evidence supports this claim. Study cited doesn't exist.
8f51095c,Economic COLLAPSE imminent as Sovereign wealth fund prepares to initiate market crash,fake_article,2025-03-18,sports,https://realitychecker.example.com/economic-collapse-imminent,No such incident occurred. Image used was from an unrelated event.
901f859b,Scientists baffled by mysterious health symptoms appearing in international airport,fake_tweet,2025-03-16,security,https://truthmeter.example.com/scientists-baffled-by,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.
272ad285,Scientists baffled by time distortions appearing in major university,fake_blog,2025-04-07,health,https://realitychecker.example.com/scientists-baffled-by,No scientific evidence supports this claim. Study cited doesn't exist.
3e219671,Central committee to implement mandatory financial tracking starting next quarter,fake_headline,2025-04-12,security,https://verifynews.example.net/central-committee-to,No scientific evidence supports this claim. Study cited doesn't exist.
76b361c1,ALERT: Pain medication found to contain neurotoxin linked to neurological disorder,fake_article,2025-03-27,technology,https://realitychecker.example.com/alert-pain-medication,Misrepresents how smartphone technology works. Document cited is fabricated.
4d96b44d,Economic COLLAPSE imminent as Central bank prepares to seize private savings,fake_headline,2025-03-28,technology,https://truthmeter.example.com/economic-collapse-imminent,Completely fabricated story with no basis in reality. No such announcement was made.
d7fbed74,Scientists baffled by anomalous radiation appearing in government building,fake_social,2025-03-21,education,https://realitychecker.example.com/scientists-baffled-by,No such event occurred on this date. Image circulated was from a different incident.
86150acd,Prime Minister secretly met with cult leader to discuss election interference,fake_headline,2025-04-07,health,https://debunker.example.org/prime-minister-secretly,Accusations not supported by evidence. No investigations have found such practices.
eb3dc817,Scientists baffled by time distortions appearing in financial district,fake_blog,2025-04-06,environment,https://verifynews.example.net/scientists-baffled-by,Presents common regular fluctuation as unusual or dangerous without scientific basis.
06aac65b,Economic COLLAPSE imminent as Sovereign wealth fund prepares to cancel all debts,fake_article,2025-03-23,security,https://realitychecker.example.com/economic-collapse-imminent,Accusations not supported by evidence. No investigations have found such practices.
f151b364,Anonymous whistleblower: Banking industry has been hiding breakthrough cures for decades,fake_tweet,2025-04-09,business,https://verifynews.example.net/anonymous-whistleblower-banking,No such event occurred on this date. Image circulated was from a different incident.
ab52310d,New study finds cosmetic products emit harmful frequencies that causes immune suppression in genetically predisposed individuals,fake_article,2025-04-02,environment,https://factcheck.example.org/new-study-finds,Accusations not supported by evidence. No investigations have found such practices.
c53846a6,New law allows International agency to public shaming for speaking against policies,fake_tweet,2025-03-19,politics,https://factcheck.example.org/new-law-allows,No such incident occurred. Image used was from an unrelated event.
db2579d7,INSIDER REPORT: Pharmaceutical corporation to replace 97% of workforce with AI by 2025,fake_headline,2025-03-31,politics,https://verifynews.example.net/insider-report-pharmaceutical,Accusations not supported by evidence. No investigations have found such practices.
a7d94bac,ALERT: Pain medication found to contain synthetic hormone linked to birth defects,fake_social,2025-04-12,space,https://realitychecker.example.com/alert-pain-medication,No such event occurred on this date. Image circulated was from a different incident.
f10df30e,INSIDER REPORT: Healthcare provider to replace 95% of workforce with AI by 2026,fake_tweet,2025-04-15,business,https://realitychecker.example.com/insider-report-healthcare,Misquotes public figure. Original statement was taken out of context.
ea94b1c7,"LEAKED DOCUMENT: Banking industry secretly tracking users through wearable technology, International aid requested",fake_article,2025-03-24,technology,https://truthmeter.example.com/leaked-document-banking,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.
