ID,Modality,Content,Label,Source,Explanation,Category,Date
37,Text,French far-right leader Marine Le Pen barred from running for public office for five years Le Pen's ban - after being found guilty of embezzling EU funds - means she would not be able to run in the 2027 presidential election.,Real,https://www.bbc.co.uk/news/live/cwyewv8xdp7t,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
38,Text,Thames Water picks US private equity firm KKR as preferred buyer The troubled water utility firm says KKR could complete the deal in the second half of this year.,Real,https://www.bbc.co.uk/news/articles/crldrylyy9do,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
39,Text,Marine Le Pen found guilty in EU funding embezzlement case It could mean the leader of the far-right National Rally is banned from standing in the 2027 French presidential election.,Real,https://www.bbc.co.uk/news/articles/cwyq40yz70qo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
40,Text,31/03/2025 09:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx88g8,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
41,Text,31/03/2025 08:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx84q4,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
42,Text,"Alexander Sloley: £10,000 reward offered in missing person case Alexander Sloley: £10,000 reward offered in missing person casebbc.co.uk",Real,https://www.bbc.co.uk/news/articles/clyql0xxn1ro,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
43,Text,31/03/2025 07:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx80z0,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
44,Text,"Primark boss resigns after 'error of judgement' Paul Marchant leaves after an allegation about his behaviour towards a woman ""in a social environment"".",Real,https://www.bbc.co.uk/news/articles/c934pzekdz9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Environment,2025-04-15
45,Text,31/03/2025 06:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx7x6w,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
46,Text,Germany decides to leave history in the past and prepare for war Russian aggression and US isolationism push a once hesitant Germany to invest heavily in defence.,Real,https://www.bbc.co.uk/news/articles/cdjyjlkewr2o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
47,Text,31/03/2025 05:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx7sgr,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
48,Text,The inside story of Twitter's growth and difficulties The inside story of the tech entrepreneurs who created the social media app Twitter. They hope to build a digital utopia but are unable to control the dark side of their creation.,Real,https://www.bbc.co.uk/iplayer/episode/m0029m2t/twitter-breaking-the-bird?at_mid=AWhshLsXaF&at_campaign=Twitter_Breaking_the_Bird&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m0029m2t&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=Twitter_Breaking_the_Bird&at_bbc_team=BBC,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
49,Text,31/03/2025 04:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx7nqm,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
50,Text,Elon Musk gives away $1m cheques ahead of Wisconsin Supreme Court election The state's attorney general tried to block the giveaway arguing it was an illegal bid to buy votes.,Real,https://www.bbc.co.uk/news/articles/cd7v3jj5xy9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
51,Text,31/03/2025 03:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx7jzh,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
52,Text,"Bill rises: Three things you can do to lower the impact 'Awful April"" will see a range of household bills rise, but there are ways to ease the pain.",Real,https://www.bbc.co.uk/news/articles/c15q5nvnqe9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
53,Text,31/03/2025 02:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx7f7c,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
54,Text,"Half of job centres reducing support over shortages, watchdog says A report says there are 2,100 fewer work coaches than needed while the number of people requiring support has risen.",Real,https://www.bbc.co.uk/news/articles/cgm87z0dv3mo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
55,Text,31/03/2025 01:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx79h7,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
56,Text,"In the Studio: Lindy Lee’s Ouroboros Lindy Lee’s Ouroboros is the most expensive single artwork commission in Australian history. A $14 million, three-tonne, 10-metre wide freestanding shell of mirror-polished stainless steel with 48,000 individually cut plasma-cut perforations: Lindy calls the …",Real,https://www.bbc.co.uk/programmes/p0l11cnr,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
57,Text,31/03/2025 00:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjmhx75r3,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
58,Text,Secret filming reveals brazen tactics of UK visa sponsorship scammers An undercover BBC investigation exposes how rogue agents are exploiting a UK visa scheme.,Real,https://www.bbc.co.uk/news/articles/c1en4dx7yn9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Entertainment,2025-04-15
59,Text,30/03/2025 23:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4qsj9,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
60,Text,30/03/2025 22:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4qns5,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
61,Text,"More aftershocks hit Myanmar More aftershocks have been felt in Myanmar as the military junta continues bombing rebels. We speak to Kim Aris, Aung San Suu Kyi’s son, about her 4 years’ incarceration in a Burmese jail. 

Also: Donald Trump has said he was very angry with President Putin f…",Real,https://www.bbc.co.uk/programmes/w172zb9fxppn8rw,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
62,Text,30/03/2025 21:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4qk11,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
63,Text,30/03/2025 20:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4qf8x,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
64,Text,30/03/2025 19:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4q9js,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
65,Text,"Watch highlights of weekend's Scottish Premiership action Extended highlights of Ross County v Dundee United, plus the best of the action from Saturday’s matches.",Real,https://www.bbc.co.uk/iplayer/episode/m0029myt/sportscene-premiership-highlights-202425-ross-county-v-dundee-united,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Sports,2025-04-15
66,Text,Donald Trump 'very angry' with Vladimir Putin over ceasefire negotiations It marks the first time Trump has seriously threatened Russia with consequences for dragging its feet in Ukraine ceasefire negotiations.,Real,https://www.bbc.co.uk/news/articles/c20x7z36d56o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
67,Text,30/03/2025 18:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4q5sn,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
68,Text,SPFL Challenge Cup The SPFL Trust Trophy Cup final is live on BBC ALBA from the Falkirk Stadium.,Real,https://www.bbc.co.uk/programmes/m0029ldm,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
69,Text,Why are Morrisons and Sainsbury's cafes closing? Morrisons and Sainsbury's have announced a raft of cafe closures - but some customers insist they should stay open.,Real,https://www.bbc.co.uk/news/articles/c30mevm3g60o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
70,Text,30/03/2025 17:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4q21j,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
71,Text,30/03/2025 16:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4py9d,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
72,Text,30/03/2025 15:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4ptk8,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
73,Text,"Murder arrest after three people die house fire Northamptonshire Police confirms a man, woman, and four-year-old girl died in the blaze.",Real,https://www.bbc.co.uk/news/articles/cwyq414d9g2o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
74,Text,30/03/2025 14:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4ppt4,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
75,Text,Richard Chamberlain obituary Dashing American actor who was unrivalled in his ability to hold a television audience.,Real,https://www.bbc.co.uk/news/articles/cxe2nv0mdv2o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
76,Text,"Richard Chamberlain, Dr Kildare and Shogun, dies aged 90 Chamberlain earned the title ""king of the mini-series"" for his leading roles in Shogun and The Thorn Birds.",Real,https://www.bbc.co.uk/news/articles/c3v9xzw09z0o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
77,Text,"Aftershock hits after earthquake in Myanmar Two days after a devastating earthquake, an aftershock hits as we speak to someone in Mandalay, Myanmar's second largest city.

Rescue teams from around the world are continuing operations to search for survivors and recover bodies in the conflict-hit country…",Real,https://www.bbc.co.uk/programmes/w172zb9fxppm9sv,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
78,Text,30/03/2025 13:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4pl20,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
79,Text,30/03/2025 12:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4pg9w,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
80,Text,"In pictures: Eid celebrations around the world Muslims around the world celebrate Eid al-Fitr, the festival marking the end of Ramadan.",Real,https://www.bbc.co.uk/news/articles/c75dnrx43leo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
81,Text,30/03/2025 11:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4pbkr,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
82,Text,Kent vulnerable people urged to get spring Covid-19 jab The spring vaccination programme will be open from 1 April until 15 June.,Real,https://www.bbc.co.uk/news/articles/c3373gndljvo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Health,2025-04-15
83,Text,30/03/2025 10:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4p6tm,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
84,Text,Trump: couldn't care less if foreign car prices high Trump says he hopes foreign carmakers raise prices as it means people will buy US-made cars.,Real,https://www.bbc.co.uk/news/articles/cgrgj51gl25o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
85,Text,30/03/2025 09:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4p32h,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
86,Text,"Welby says he forgives serial abuser John Smyth The former Archbishop of Canterbury quit over how he handled allegations about Smyth, who abused scores of young men and boys.",Real,https://www.bbc.co.uk/news/videos/c4g2v8j2zg5o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Sports,2025-04-15
87,Text,"Justin Welby: Former Archbishop of Canterbury forgives serial abuser John Smyth In his first interview since resigning, the former Archbishop of Canterbury reflects on the scandal which led him to quit.",Real,https://www.bbc.co.uk/news/articles/cj929xd84e3o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
88,Text,30/03/2025 08:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nzbc,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
89,Text,30/03/2025 07:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nvl7,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
90,Text,30/03/2025 06:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nqv3,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
91,Text,30/03/2025 05:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nm2z,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
92,Text,"Solar eclipse: Sky darkens over UK and abroad The eclipse won't be total anywhere in the world, but parts of Canada will come close.",Real,https://www.bbc.co.uk/news/videos/ce3036yp5ydo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
93,Text,30/03/2025 04:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nhbv,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
94,Text,"Morning-after pill to be made free at pharmacies in England The government hopes the move will end the ""unfair postcode lottery"" some women face.",Real,https://www.bbc.co.uk/news/articles/c8eprd9n5plo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Politics,2025-04-15
95,Text,Afro hair: Are my braids doing more harm than good? Research suggests the synthetic hair used for braiding could be bad for you - but will that stop women using it?,Real,https://www.bbc.co.uk/news/articles/c3vw4d0k7r0o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
96,Text,Adolesence: Teenager dissects Netflix drama with worried parents A 15-year-old teenager discusses Andrew Tate and girl-boy friendships with his parents after watching the Netflix drama.,Real,https://www.bbc.co.uk/news/articles/c93nzv49dg2o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Miscellaneous,2025-04-15
97,Text,30/03/2025 03:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4nclq,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
98,Text,30/03/2025 02:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zgfngg4n7vl,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",International,2025-04-15
99,Text,"The Covid generation revisited Five years on from the global lockdown we catch up with the ""Covid Generation"", the class of 2020 - school leavers and graduates from around the world, to find out how the coronavirus pandemic affected their lives and studies as well as employment prospects. …",Real,https://www.bbc.co.uk/programmes/p0l0b7qc,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Health,2025-04-15
100,Text,Forager's alarm after police visit over mushroom picking claims Louise Gather says police came to her home after she was accused of picking fungi.,Real,https://www.bbc.co.uk/news/articles/cx2xex0mj3mo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-03-31",Technology,2025-04-15
101,Text,14/04/2025 19:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jvs47,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
102,Text,14/04/2025 18:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jvnd3,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
103,Text,5.2 earthquake strikes California near San Diego There are no reports of injuries or major damage after the quake struck on Monday morning.,Real,https://www.bbc.co.uk/news/articles/cvg9ndjvjl9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
104,Text,"Harry Potter: HBO reveals first cast members for Harry Potter TV series Paapa Essiedu will portray Severus Snape, while Paul Whitehouse has been cast as Argus Filch.",Real,https://www.bbc.co.uk/news/articles/c15vlv3glzqo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Entertainment,2025-04-15
105,Text,14/04/2025 17:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jvjmz,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
106,Text,14/04/2025 16:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jvdwv,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
107,Text,"Manchester Arena families in 'disbelief' Hashem Abedi was able to attack prison officers Families of five of Hashem Abedi's victims tell the government he should not be allowed any privileges in prison, in a letter seen by the BBC.",Real,https://www.bbc.co.uk/news/articles/c1jxngl8207o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
108,Text,14/04/2025 15:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jv94q,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
109,Text,Mcebisi Jonas: South Africa appoints special envoy to US to ease relations Relations are at an all-time low - South Africa's ambassador to the US was expelled last month.,Real,https://www.bbc.co.uk/news/articles/cn7x2rnl7myo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
110,Text,Masked gang of 20 attacks four teenagers near Fife beach The victims will require follow up medical treatment after the attack last week.,Real,https://www.bbc.co.uk/news/articles/c62g65k1e7lo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
111,Text,"Watch: Moment Blue Origin flight with all-female crew blasts off The six women, including pop star Katy Perry, took off from Texas on Jeff Bezos' Blue Origin rocket.",Real,https://www.bbc.co.uk/news/videos/cjr71ylqgqgo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Entertainment,2025-04-15
112,Text,"European allies' outrage at Russia's attack on Sumy Ukraine's European allies express outrage at Russia's missile attack on the Ukrainian city of Sumy which left 34 civilians dead. We hear from two of the survivors - a mother and her 13-year-old son. 

Also in the programme: Sudan's civil war forces another ma…",Real,https://www.bbc.co.uk/programmes/w172zss0jz1z672,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
113,Text,Birmingham bin strike to continue as deal rejected The month-long walkout has seen bin bags and fly-tipped rubbish piled high on Birmingham's streets.,Real,https://www.bbc.co.uk/news/articles/cd9ljx8qdqdo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
114,Text,"El Salvador's leader won't return man deported from US in error Nayib Bukele has won praise from Donald Trump for imprisoning some ""very bad people"" deported from the US.",Real,https://www.bbc.co.uk/news/articles/c9vedkm7w2do,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
115,Text,14/04/2025 14:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jv5dl,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
116,Text,Berkshire farmer tells drivers to slow down after cow deaths Michelle Bowsher says an average of five of her cows are killed every year by motorists.,Real,https://www.bbc.co.uk/news/articles/cq5wwxgq5dzo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
117,Text,14/04/2025 13:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jv1ng,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
118,Text,14/04/2025 12:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtxxb,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
119,Text,Bernie Sanders makes surprise appearance at Coachella Bernie Sanders makes surprise appearance at Coachellabbc.co.uk,Real,https://www.bbc.co.uk/news/videos/crkxz0d0657o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
120,Text,"Karenna Groff and family killed in New York plane crash MIT graduate Karenna Groff, who was named Woman of the Year by the NCAA in 2022, was among the victims.",Real,https://www.bbc.co.uk/news/articles/cvg7p52xd5po,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
121,Text,14/04/2025 11:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtt56,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
122,Text,"Blue Origin live: Katy Perry, Lauren Sánchez, Gayle King reflect on all-female space flight Blue Origin live: Katy Perry, Lauren Sánchez, Gayle King reflect on all-female space flightbbc.co.uk",Real,https://www.bbc.co.uk/news/live/cdxggynle81t,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Science,2025-04-15
123,Text,'Stop Brexit man' Steve Bray cleared over noisy protest Steve Bray is found not guilty of flouting a police ban after playing loud music outside Parliament.,Real,https://www.bbc.co.uk/news/articles/cr4ner79y5lo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
124,Text,Ex-MP Craig Williams charged with betting offences The investigation was launched last year following bets placed on the timing of the 2024 general election.,Real,https://www.bbc.co.uk/news/articles/c230pvpdek9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
125,Text,14/04/2025 10:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtpf2,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
126,Text,Sports centre approved on Swanage football club site The clubhouse at Swanage Town and Herston FC will be replaced by a community sports hub.,Real,https://www.bbc.co.uk/news/articles/c3dk4n01pl3o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
127,Text,14/04/2025 09:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtkny,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
128,Text,14/04/2025 08:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtfxt,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
129,Text,Katy Perry back on Earth after reaching space Six women - including pop star Katy Perry - blasted off into space as part of an all-women suborbital mission,Real,https://www.bbc.co.uk/news/articles/cvg8e5gq8ljo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Entertainment,2025-04-15
130,Text,"Two British tourists drown near Australia's Great Barrier Reef The men were found by a rescue helicopter, as was an Australian who is being treated in hospital.",Real,https://www.bbc.co.uk/news/articles/cp347wqj5z1o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
131,Text,14/04/2025 07:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jtb5p,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
132,Text,Worksop explosion: Probe continues after man dies in blast A man in his 50s died in the explosion that saw dozens of people evacuated from their homes.,Real,https://www.bbc.co.uk/news/articles/cx20kdlxdv3o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
133,Text,14/04/2025 06:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jt6fk,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
134,Text,Tenants enlist health professionals in Peabody mouldy homes fight Residents enlist health professionals and lawyers after suffering from mouldy and damp homes for years.,Real,https://www.bbc.co.uk/news/articles/c93gnyp13pzo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
135,Text,14/04/2025 05:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jt2pf,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
136,Text,"Aimee Lou Wood calls SNL White Lotus sketch 'mean and unfunny' The White Lotus star said a sketch that impersonated her using prosthetic teeth ""punched down"" on her.",Real,https://www.bbc.co.uk/news/articles/c5yr7yy40j3o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
137,Text,14/04/2025 04:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jsyy9,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
138,Text,14/04/2025 03:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jsv65,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
